text,cleaned_text
"so buildings on fire everyone can’t get their stuff, passports etc and someone’s actually kicking off cos he needs… https://t.co/benJ3DVmfX","['buildings', 'fire', 'everyone', 'get', 'stuff', 'passports', 'etc', 'someone', 'actually', 'kicking', 'cos', 'needs']"
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bound B…,"['massive', 'fire', 'new', 'jersey', 'leaves', 'thousands', 'without', 'power', 'u', 'media', 'massive', 'fire', 'engulfed', 'many', 'buildings', 'bound', 'b']"
Massive fire in New Jersey leaves thousands without power: U.S. media A massive fire engulfed many buildings in Bou… https://t.co/aO79viaMHT,"['massive', 'fire', 'new', 'jersey', 'leaves', 'thousands', 'without', 'power', 'u', 'media', 'massive', 'fire', 'engulfed', 'many', 'buildings', 'bou']"
"On 2nd Dec 2019, Nigerian police invaded Barrister Ejiofor’s home to assassinate him. He escaped, but the force killed some…","['nd', 'dec', 'nigerian', 'police', 'invaded', 'barrister', 'ejiofor', 'home', 'assassinate', 'escaped', 'force', 'killed']"
"Hoo, some less-terribly-priced Lego Fire Brigades and Town Halls slipped through my grasp, and maaaannnnn the price… https://t.co/k2JpgRVSG0","['hoo', 'less', 'terribly', 'priced', 'lego', 'fire', 'brigades', 'town', 'halls', 'slipped', 'grasp', 'maaaannnnn', 'price']"
but its not even the GOOD crime its just. People who can't drive and set empty buildings on fire,"['even', 'good', 'crime', 'people', 'drive', 'set', 'empty', 'buildings', 'fire']"
"Inferno on Black Friday 1939: 71 deaths, 3,700 buildings, too much fuel and “lit by the hand of man” « JoNova… https://t.co/tHhw0dRMin","['inferno', 'black', 'friday', 'deaths', 'buildings', 'much', 'fuel', 'lit', 'hand', 'man', 'jonova']"
Does your housing stock include tall buildings? Find out what the external wall fire review means for you in this article fr…,"['housing', 'stock', 'include', 'tall', 'buildings', 'find', 'external', 'wall', 'fire', 'review', 'means', 'article', 'fr']"
Does your housing stock include tall buildings? Find out what the external wall fire review means for you in this a… https://t.co/BYUqY49dsr,"['housing', 'stock', 'include', 'tall', 'buildings', 'find', 'external', 'wall', 'fire', 'review', 'means']"
"On Sunday night, NJ Transit suspended the Raritan Valley line and residents were being told to stay away as crews b… https://t.co/ZkQCnUCHZN","['sunday', 'night', 'nj', 'transit', 'suspended', 'raritan', 'valley', 'line', 'residents', 'told', 'stay', 'away', 'crews', 'b']"
"A massive fire in Somerset County consumed at least five buildings, forced over 100 residents to evacuate and suspe… https://t.co/72cwoB36DA","['massive', 'fire', 'somerset', 'county', 'consumed', 'least', 'five', 'buildings', 'forced', 'residents', 'evacuate', 'suspe']"
It’s funny how buildings people want to develop have a habit of mysteriously… https://t.co/EqizafeMI6,"['funny', 'buildings', 'people', 'want', 'develop', 'habit', 'mysteriously']"
"This firefight far from over, Fire started at an apartment complex that was under construction,…","['firefight', 'far', 'fire', 'started', 'apartment', 'complex', 'construction']"
"It doesn’t matter if it was one person or several hundred people, anyone who starts a fire on…","['matter', 'one', 'person', 'several', 'hundred', 'people', 'anyone', 'starts', 'fire']"
Tfw ur buildings on fire. https://t.co/4HAIN43TZ4,"['tfw', 'ur', 'buildings', 'fire']"
"#GunFreeZones 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be ask… https://t.co/mmKWWbZhj7","['gunfreezones', 'vs', 'cal', 'fires', 'attack', 'america', 'say', 'like', 'questions', 'must', 'ask']"
"Fire them all on the top 3 floors of the FBI! Take all computers, cell phones, copy machi… https://t.co/48ldhnbs0R","['fire', 'top', 'floors', 'fbi', 'take', 'computers', 'cell', 'phones', 'copy', 'machi']"
"If government doesn't want me to be citizen, they could ask me to p… https://t.co/ZFj9ShJGGo","['government', 'want', 'citizen', 'could', 'ask', 'p']"
#Bushfires on #KI have ravaged #glossyblackcockatoo habitat to an extent that has us worried about the survival of the sp…,"['bushfires', 'ki', 'ravaged', 'glossyblackcockatoo', 'habitat', 'extent', 'us', 'worried', 'survival', 'sp']"
"ᴏʀᴘʜᴀɴs... ᴛʜᴇʏ'ʀᴇ ɴᴏᴛ ᴍɪssᴇᴅ ʙʏ ᴀɴʏʙᴏᴅʏ ☆ august ""auggie"" winters, number 28 ☆ government created assassin and espi…","['ss', 'august', 'auggie', 'winters', 'number', 'government', 'created', 'assassin', 'espi']"
can't believe a student burned you with their fire power,"['believe', 'student', 'burned', 'fire', 'power']"
"Re: #AustraliaBushfires, a question for any #forestry experts out there. What are the possibilities for… https://t.co/nK5BvVkEVZ","['australiabushfires', 'question', 'forestry', 'experts', 'possibilities']"
Thousands of churches in France and the UK have been vandalised and bur… https://t.co/3NzuxTyVgO,"['thousands', 'churches', 'france', 'uk', 'vandalised', 'bur']"
"but instead of putting it on I just sorta, folded it over the pan but burned myself on the oven. Everyone’s asleep… https://t.co/jrKfbolfAE","['instead', 'putting', 'sorta', 'folded', 'pan', 'burned', 'oven', 'everyone', 'asleep']"
bro i said i wanted a light toast i didnt want it fucking burned damn,"['bro', 'said', 'wanted', 'light', 'toast', 'didnt', 'want', 'fucking', 'burned', 'damn']"
"Speaking on RTE earlier, Fianna Fáil leader Micheál Martin said that a key reason why he is not prepared to go into governm…","['speaking', 'rte', 'earlier', 'fianna', 'f', 'il', 'leader', 'miche', 'l', 'martin', 'said', 'key', 'reason', 'prepared', 'go', 'governm']"
My whole bio is KS smear i want them to have the image of me burned into their eye holes,"['whole', 'bio', 'ks', 'smear', 'want', 'image', 'burned', 'eye', 'holes']"
"Porhub’s #4 most watched video this week with over 4 million views is of a teen girl, hands/feet shackled down, mouth…","['porhub', 'watched', 'video', 'week', 'million', 'views', 'teen', 'girl', 'hands', 'feet', 'shackled', 'mouth']"
"[ꜩ] #Tezos Network $XTZ [ꜩ] Baking: 78.37% Endorsers: 362 Roll Owners: 432 Delegators: 25,114 Accounts: 395,5… https://t.co/fTRXjPt39d","['tezos', 'network', 'xtz', 'baking', 'endorsers', 'roll', 'owners', 'delegators', 'accounts']"
"I'm sorry he has lost ""his"" bees, but forgive me, the only reason these bees were there is bec… https://t.co/2LK2UbftTk","['sorry', 'lost', 'bees', 'forgive', 'reason', 'bees', 'bec']"
This timelapse of #Sentinel3 🇪🇺🛰 imagery shows the magnitude of the #AustralianBushfire crisis in terms of burned areas…,"['timelapse', 'sentinel', 'imagery', 'shows', 'magnitude', 'australianbushfire', 'crisis', 'terms', 'burned', 'areas']"
"I bet the DNC wished they had that $250 million Bloomberg just burned on his dead-end campaign. That being said, Bloomber…","['bet', 'dnc', 'wished', 'million', 'bloomberg', 'burned', 'dead', 'end', 'campaign', 'said', 'bloomber']"
"Geez Mike! They couldn’t get their Landcruisers into the bush 20,000 years ago, so they burned it. Ho… https://t.co/a4QT1HWZYf","['geez', 'mike', 'get', 'landcruisers', 'bush', 'years', 'ago', 'burned', 'ho']"
I just burned my brothers hair 🤣,"['burned', 'brothers', 'hair']"
"Don’t Get Burned by Fake Camera Gear, This Video Warns https://t.co/n70lFZqK6m #PetaPixel","['get', 'burned', 'fake', 'camera', 'gear', 'video', 'warns', 'petapixel']"
No ways! P.E needs to be burned down! 😂😂😂,"['ways', 'p', 'e', 'needs', 'burned']"
"Despite extensive hazard reduction burning across the country over the past decade, some are arguing these #bushfires are evide…","['despite', 'extensive', 'hazard', 'reduction', 'burning', 'across', 'country', 'past', 'decade', 'arguing', 'bushfires', 'evide']"
Giving birth is the second most painful thing a human can experience The first is being burned alive Respect Women 🙏…,"['giving', 'birth', 'second', 'painful', 'thing', 'human', 'experience', 'first', 'burned', 'alive', 'respect', 'women']"
Nalanda University A complete box of our history which was destroyed by invaders and city named after them Nalanda was destr…,"['nalanda', 'university', 'complete', 'box', 'history', 'destroyed', 'invaders', 'city', 'named', 'nalanda', 'destr']"
Bet they’ve neutered it now to avoid getting sued. Back in the day a Wham bar was infused with n… https://t.co/NKzOlmi3IF,"['bet', 'neutered', 'avoid', 'getting', 'sued', 'back', 'day', 'wham', 'bar', 'infused', 'n']"
🚨 AUSTRALIA IS ON FIRE 😭 At least 24 people have so far been killed - including three volunteer firefighters - and mor…,"['australia', 'fire', 'least', 'people', 'far', 'killed', 'including', 'three', 'volunteer', 'firefighters', 'mor']"
"Hello all, as you guys know Australia has been on fire for quite a while now, almost 500,000,000 animals have been wiped o…","['hello', 'guys', 'know', 'australia', 'fire', 'quite', 'almost', 'animals', 'wiped']"
real-time-ish NSW burned areas finally available for the current fire season as a webservice and holy shit just look at i…,"['real', 'time', 'ish', 'nsw', 'burned', 'areas', 'finally', 'available', 'current', 'fire', 'season', 'webservice', 'holy', 'shit', 'look']"
The trial over Ghylaine Bouchait is underway in Nanterre outside Paris. She burned to death inside her apartment in a fire…,"['trial', 'ghylaine', 'bouchait', 'underway', 'nanterre', 'outside', 'paris', 'burned', 'death', 'inside', 'apartment', 'fire']"
Its fun being a School Boy and running a Nation. Until 28 Australians die... half th… https://t.co/GR1AtA5YKC,"['fun', 'school', 'boy', 'running', 'nation', 'australians', 'die', 'half', 'th']"
"Some family of passengers #FlightPS752 say, Iranian regime threatened them by multiple anonymous calls that they are not all…","['family', 'passengers', 'flightps', 'say', 'iranian', 'regime', 'threatened', 'multiple', 'anonymous', 'calls']"
Sami Yusuf- Fire - Live in concert 2015 Sami my dear Ustad you really burned the stage 🔥 with your smile I really… https://t.co/ri6CXJtZ7R,"['sami', 'yusuf', 'fire', 'live', 'concert', 'sami', 'dear', 'ustad', 'really', 'burned', 'stage', 'smile', 'really']"
We need Flybe to fly us Cornwall to London because...? Gentle reminder: an area a good part of UK burned in Australia ov…,"['need', 'flybe', 'fly', 'us', 'cornwall', 'london', 'gentle', 'reminder', 'area', 'good', 'part', 'uk', 'burned', 'australia', 'ov']"
It burned it nicely and evenly tho. Melanin poppin 😂😂,"['burned', 'nicely', 'evenly', 'tho', 'melanin', 'poppin']"
13 years ago we predicted that the worst fire seasons would be directly observable in australia by the year 2020. australia’s…,"['years', 'ago', 'predicted', 'worst', 'fire', 'seasons', 'would', 'directly', 'observable', 'australia', 'year', 'australia']"
WOW #THEIRABC have got them on speed dial. Miss at it again. This is the one who lied to #QLDPOL and… https://t.co/DRiPW593YM,"['wow', 'theirabc', 'got', 'speed', 'dial', 'miss', 'one', 'lied', 'qldpol']"
"To try to make a negative into a positive situation, the back hasn’t burned so maybe I could frame it? w…","['try', 'make', 'negative', 'positive', 'situation', 'back', 'burned', 'maybe', 'could', 'frame', 'w']"
"This is how Gap teeth should look like,Not that burned boli Torolate teeth😂😂😂 I come in peace✌✌ #4DaysToTitansCollections #…","['gap', 'teeth', 'look', 'like', 'burned', 'boli', 'torolate', 'teeth', 'come', 'peace', 'daystotitanscollections']"
LSU are national chaEmpions. 4 years of Saint James bro. Did Joel Ellis not teach you anything? Hope… https://t.co/9HyglXd5h1,"['lsu', 'national', 'chaempions', 'years', 'saint', 'james', 'bro', 'joel', 'ellis', 'teach', 'anything', 'hope']"
"Hello all, as you guys know Australia has been on fire for quite a while now, almost 500,000,000 animals have been… https://t.co/YLq11QTQ4R","['hello', 'guys', 'know', 'australia', 'fire', 'quite', 'almost', 'animals']"
"Australia’s government called bushfire damage to wildlife an ""ecological disaster."" The military is clearing up scores of dead…","['australia', 'government', 'called', 'bushfire', 'damage', 'wildlife', 'ecological', 'disaster', 'military', 'clearing', 'scores', 'dead']"
I live in Fairbanks Alaska where it has been -40. I challenge any carbon-hater to go… https://t.co/6AFI6zi0Ux,"['live', 'fairbanks', 'alaska', 'challenge', 'carbon', 'hater', 'go']"
The trial over Ghylaine Bouchait is underway in Nanterre outside Paris. She burned to death inside her apartment in… https://t.co/79q5mHKINg,"['trial', 'ghylaine', 'bouchait', 'underway', 'nanterre', 'outside', 'paris', 'burned', 'death', 'inside', 'apartment']"
We need Flybe to fly us Cornwall to London because...? Gentle reminder: an area a good part of UK burned in Austra… https://t.co/OTc8CA8e0t,"['need', 'flybe', 'fly', 'us', 'cornwall', 'london', 'gentle', 'reminder', 'area', 'good', 'part', 'uk', 'burned', 'austra']"
Stanley Kubrick laughing on the burned-down set of The Shining https://t.co/GwbP3vbesy,"['stanley', 'kubrick', 'laughing', 'burned', 'set', 'shining']"
"We have burned 1,593,500 tokens, which were collected during the second round of the $MRT Farewell Party lottery. See…","['burned', 'tokens', 'collected', 'second', 'round', 'mrt', 'farewell', 'party', 'lottery', 'see']"
Library of Alexandria may have burned but the contents were saved. Check the Vatican 👀 the world need…,"['library', 'alexandria', 'may', 'burned', 'contents', 'saved', 'check', 'vatican', 'world', 'need']"
"Just like what happened with #Yezidi girls who refused to be sex slaves! 7000 Yezidis were kidnapped ,enslaved. 19 were…","['like', 'happened', 'yezidi', 'girls', 'refused', 'sex', 'slaves', 'yezidis', 'kidnapped', 'enslaved']"
"2020 so far has been an absolute movie ❤️ but like, a bootleg, like someone brought a 2004 camcorder into the theatre and th…","['far', 'absolute', 'movie', 'like', 'bootleg', 'like', 'someone', 'brought', 'camcorder', 'theatre', 'th']"
Might have been Unreal Tournament 2004? Never played online once. Was playing when my house nearly burned down. https://t.co/gsY9aoivbm,"['might', 'unreal', 'tournament', 'never', 'played', 'online', 'playing', 'house', 'nearly', 'burned']"
